sentence,options,answer,difficulty,question_type
I always ...... the beds before I have breakfast.,"clean|vacuum|make",make,easy,VOCAB
"In the past, soldiers usually carried a sword and a ......","helmet|shield|flag",shield,easy,VOCAB
Teachers need to be ...... with their students.,"sociable|upset|patient",patient,easy,VOCAB
My old kitchen was quite small but the new one is really ......,"spacious|decorated|plain",spacious,easy,VOCAB
"Harry wasn't a very happy person. For most of his life, he was lonely and ......","depressed|optimistic|heroic",depressed,easy,VOCAB
Matt and Jo's new house is fantastic! It's a lovely old Victorian house with huge bay ......,"windows|chimney pots|steps",windows,easy,VOCAB
My little brother ...... his own bed. He's only 5 years old!,"makes|vacuums|cleans",makes,easy,VOCAB
Simon's ...... a party at the weekend. Shall we go?,"making|doing|having",having,easy,VOCAB
I can't believe how big the house is. The rooms are so ...... !,"spacious|plain|decorated",spacious,easy,VOCAB
"My job's quite rewarding, but it's also really tiring and ......","stressful|imaginative|exciting",stressful,easy,VOCAB
Rich Victorians lived in big detached houses with steep roofs and large bay ......,"steps|chimney pots|windows",windows,easy,VOCAB
Good teachers are always ...... with their students.,"sociable|patient|upset",patient,easy,VOCAB
"John, are you ...... over tonight? We're going to order pizza.","coming|going|relaxing",coming,easy,VOCAB
Knights rode horses and carried a sword and a ......,"shield|helmet|flag",shield,easy,VOCAB
My grandparents are moving to a little ...... by the sea.,"castle|cottage|mansion",cottage,easy,VOCAB
Dan looked really unhappy when I saw him yesterday. I think he's feeling ......,"depressed|optimistic|heroic",depressed,easy,VOCAB
I've got terrible stomach ache. I think I'll take ......,"antibiotics|medicine|a painkiller",a painkiller,easy,VOCAB
It rained so much that the whole village ......,"collapsed|flooded|burned",flooded,easy,VOCAB
The last time the volcano ...... was in 1980.,"erupted|spread|exploded",exploded,easy,VOCAB
"You'll be alright, Penny. You've just ...... your knee.","broken|scalded|grazed",grazed,easy,VOCAB
Ouch! I've ...... my ankle.,"slipped|poisoned|twisted",twisted,easy,VOCAB
"During the earthquake, most of our windows and ornaments ...... into pieces.","smashed|wobbled|swayed",smashed,easy,VOCAB
The family jumped from a bedroom window to escape the ......,"lava|flames|storm",flames,easy,VOCAB
The pilot made an emergency ...... after a bolt of lightning hit the plane.,"crash|contact|landing",landing,easy,VOCAB
We should call for a(n) ...... . I think he's broken his leg.,"emergency|ambulance|hospital",ambulance,easy,VOCAB
"If you want to stay healthy, you should eat a ...... diet.","balanced|fatty|fast food",balanced,easy,VOCAB
It was a very strong earthquake. Ornaments broke and windows ...... into pieces.,"wobbled|smashed|swayed",smashed,easy,VOCAB
Don't take ...... for a cold. They don't work!,"a painkiller|medicine|antibiotics",antibiotics,easy,VOCAB
Oh no! I've ...... my ankle again!,"slipped|twisted|poisoned",twisted,easy,VOCAB
Tim's OK. He's just fallen over and ...... his knee.,"grazed|scalded|broken",grazed,easy,VOCAB
Eating a ...... diet is the best way to lose weight.,"fast food|fatty|balanced",balanced,easy,VOCAB
The river burst its banks and ...... the village.,"flooded|collapsed|burned",flooded,easy,VOCAB
When the volcano ...... it covered the whole town with ash.,"spread|exploded|erupted",erupted,easy,VOCAB
We called for a(n) ...... immediately when Grandpa fell down the stairs.,"ambulance|emergency|hospital",ambulance,easy,VOCAB
It took firefighters hours to put out the ...... .,"storm|flames|lava",flames,easy,VOCAB
The plane had to make an emergency ...... because the storm was so bad.,"landing|contact|crash",landing,easy,VOCAB
There are only ...... apples left. Shall I get some more?,"a few|a little|any",a few,easy,VOCAB
"Here are the eggs, Stuart. How ...... do we need?","many|much|few",many,easy,VOCAB
"I'm ...... you didn't like the performance, Sally. You usually love ballets, don't you?","surprised|surprising|surprise",surprised,easy,VOCAB
There are hairdryers in the changing room. You ...... bring your own.,"mustn't|must|don't have to",don't have to,easy,VOCAB
I can't wait ...... that new restaurant. The reviews say it's really good!,"to try|trying|try",to try,easy,VOCAB
"Can you get me ...... sugar at the shops, Jack? I want to make a cake.","any|some|little",some,easy,VOCAB
He can't stand ...... . He finds it really boring.,"to garden|gardening|garden",gardening,easy,VOCAB
You ...... eat or drink on the bus.,"have to|don't have to|mustn't",mustn't,easy,VOCAB
"Oh no, there isn't ...... milk!","many|some|any",any,easy,VOCAB
She'll ...... you with your homework.,"helping|help|to help",help,easy,VOCAB
I'm ...... that there are aliens living on Earth.,"skeptic|believer|convinced",convinced,easy,VOCAB
Did you ...... the printer on?,"open|switch|make",switch,easy,VOCAB
You should regularly ...... your work when you use a computer.,"print|save|send",save,easy,VOCAB
John spends all his time ...... the net.,"surfing|reading|playing",surfing,easy,VOCAB
There are nine planets in the ...... .,"solar system|Earth|space",solar system,easy,VOCAB
"Use the ...... to move the icon on the screen, Lizzy.","tower|mouse|keyboard",mouse,easy,VOCAB
The Zeppelin was ...... by Count Ferdinand von Zeppelin.,"invented|made|done",invented,easy,VOCAB
The microphone ...... six AA batteries.,"plays|requires|plugs",requires,easy,VOCAB
We should all try to ...... down on rubbish.,"take|bring|cut",cut,easy,VOCAB
There's too much ...... in big cities.,"climate change|pollution|genetic engineering",pollution,easy,VOCAB
All the planets in the ...... move around the Sun.,"solar system|Earth|space",solar system,easy,VOCAB
"Don't forget to ...... your work every few minutes, Dan. You don't want to lose it!","save|print|send",save,easy,VOCAB
I think I forgot to ...... the printer on.,"open|make|switch",switch,easy,VOCAB
The watch ...... six AA batteries.,"plugs|requires|plays",requires,easy,VOCAB
Do you know who ...... post-it notes?,"made|invented|did",invented,easy,VOCAB
Use the ...... to click on the icon.,"keyboard|mouse|tower",mouse,easy,VOCAB
We need to ...... down on the rubbish we throw away.,"cut|bring|take",cut,easy,VOCAB
How often do you ...... the net?,"surf|read|play",surf,easy,VOCAB
"I like living in a big city, but I hate the ...... .","pollution|genetic engineering|climate change",pollution,easy,VOCAB
