word,definition,distractors,difficulty
petition,đơn kiến ​​nghị,querulous|constitution|inhumanity,hard
philosopher,nhà triết học,temperance|enrich|to retaliate,hard
philosophical,triết học,authentic|supremacy|gaze,hard
physician,bác sĩ,pedantic|deputy|esteem,hard
pioneer,người tiên phong,drudgery|vacancy|megalomania,hard
pipeline,đường ống,unsullied|to accost|complicity,hard
pirate,cướp biển,sheen|consolidate|aversion,hard
pit,hố,to forsake|effrontery|stopgap,hard
plea,lời thú tội,staunch|readily|reprehensible,hard
plead,cầu xin,presidency|attribute|paucity,hard
pledge,cam kết,gallon|tariff|memoir,hard
plug,phích cắm,distinctive|deceitful|thicket,hard
plunge,lao xuống,incredulous|fairness|transgression,hard
pole,cột,labyrinth|vehemence|craft,hard
poll,cuộc thăm dò,shrug|overturn|to quell,hard
pond,ao,upheaval|top|aberration,hard
pop,nhạc pop,inspection|semantics|to belie,hard
portfolio,danh mục đầu tư,purveyor|incumbent|homage,hard
portray,miêu tả,abuse|mordant|enrol,hard
postpone,hoãn,gambit|ward|contemplate,hard
post,bưu kiện,specification|exultation|inhibit,hard
practitioner,người hành nghề,refusal|providence|backing,hard
preach,thuyết giảng,effusive|totalitarian|amenable,hard
precedent,tiền lệ,villainy|joust|presumably,hard
precision,độ chính xác,hindrance|affinity|confluence,hard
predator,kẻ săn mồi,pioneering|to epitomise|bow,hard
predecessor,tiền nhiệm,linear|profound|torrent,hard
predominantly,chủ yếu,collaboration|patch|bourgeoisie,hard
pregnancy,mang thai,adolescent|shoddy|to abrogate,hard
prejudice,định kiến,distort|dose|listing,hard
preliminary,sơ bộ,yield|just|forerunner,hard
premier,thủ tướng,futility|flourish|wedlock,hard
premise,tiền đề,clemency|inclined|herbivore,hard
premium,phần thưởng,to expunge|vein|stowaway,hard
prescribe,kê đơn,strand|introspection|susceptibility,hard
prescription,đơn thuốc,to alleviate|inimical|diminution,hard
presently,hiện tại,imperious|peak|nominee,hard
preservation,sự bảo tồn,empirical|masochism|nonentity,hard
preside,chủ trì,uprising|inadequate|elusive,hard
presidency,chức tổng thống,liver|vehemence|crucible,hard
presidential,tổng thống,offering|well|foray,hard
prestigious,danh giá,squadron|renown|to coalesce,hard
presumably,có lẽ,driving|communist|dichotomy,hard
presume,giả định,to substantiate|predecessor|anachronism,hard
prevail,chiếm ưu thế,recalcitrant|concession|duress,hard
prevalence,tỷ lệ mắc bệnh,troubled|to relish|indignation,hard
prevention,phòng ngừa,acclamation|to transgress|fleet,hard
prey,con mồi,idiot|disclosure|spare,hard
principal,hiệu trưởng,reparation|intensity|to cleave,hard
privatization,tư nhân hóa,tradesman|detain|to cajole,hard
privilege,đặc quyền,exclusion|subversion|immeasurably,hard
probe,đầu dò,fragile|perturbed|stowaway,hard
problematic,có vấn đề,applaud|taint|restitution,hard
proceedings,thủ tục,breakdown|depict|optical,hard
proceeds,tiền thu nhập,ludicrous|nonentity|obdurate,hard
processing,xử lý,weave|immaculate|chagrin,hard
processor,bộ xử lý,walkout|infect|to impede,hard
proclaim,tuyên bố,hysteria|antithesis|to exhort,hard
productive,hiệu quả,stalwart|indifference|travesty,hard
productivity,năng suất,testify|countless|inadequate,hard
profitable,có lợi nhuận,retreat|uproarious|adherent,hard
profound,sâu,fervent|verge|stealth,hard
projection,phép chiếu,preposterous|brutal|wharf,hard
prominent,nổi bật,scrupulous|to reproach|retribution,hard
pronounced,phát âm,promiscuity|decadence|remission,hard
propaganda,tuyên truyền,rumination|iconoclasm|to spawn,hard
proposition,đề xuất,to surmount|sack|to forsake,hard
prosecute,truy tố,mutable|guilt|frenzy,hard
prosecution,truy tố,melancholy|impasse|realization,hard
prosecutor,công tố viên,rigmarole|counter|hedonistic,hard
prospective,triển vọng,methodology|ruling|anachronistic,hard
prosperity,sự phồn vinh,asylum|perennial|scoundrel,hard
protective,bảo vệ,promiscuity|to refute|staunch,hard
protocol,giao thức,analogy|torque|imprison,hard
province,tỉnh,tenet|to obviate|cemetery,hard
provincial,tỉnh,stringent|fortitude|visionary,hard
provision,sự cung cấp,to pacify|alignment|lustre,hard
provoke,khiêu khích,subterfuge|spectacle|isolation,hard
psychiatric,tâm thần,complacency|hedonistic|pioneering,hard
pulse,xung,periphery|subversion|zeitgeist,hard
pump,bơm,compensation|vigil|keynote,hard
punch,cú đấm,stronghold|prowess|squadron,hard
query,truy vấn,antiquated|moribund|timidity,hard
quest,nhiệm vụ,instrumental|antidote|vanity,hard
quota,hạn ngạch,eclectic|successive|testify,hard
radar,radar,accumulation|indigenous|filter,hard
radical,cực đoan,masquerade|academy|to levy,hard
rage,cơn thịnh nộ,wistfulness|franchise|misery,hard
raid,cuộc đột kích,serial|stopgap|non,hard
rally,tập hợp,uphold|reclusive|vague,hard
ranking,xếp hạng,intimate|purveyor|tariff,hard
rape,hiếp dâm,ransom|structural|to dehort,hard
ratio,tỷ lệ,preservation|sage|complexity,hard
rational,hợp lý,ploy|rental|warlord,hard
ray,tia,torment|competent|corruption,hard
readily,dễ dàng,meritocracy|ponderous|malady,hard
realization,nhận thức,inadequacy|affinity|canvas,hard
realm,vương quốc,flawed|warrior|dismissal,hard
rear,ở phía sau,aperture|compute|accession,hard
reasoning,lý luận,diaspora|gaze|delegate,hard
reassure,trấn an,collaboration|heirloom|animosity,hard
rebel,nổi loạn,radiance|morgue|munificent,hard
rebellion,cuộc nổi loạn,to subjugate|figurehead|to entail,hard
recipient,người nhận,landmark|intransigent|calculation,hard
reconstruction,tái thiết,rapacity|tract|utterance,hard
recount,kể lại,to exacerbate|impunity|to quash,hard
referendum,trưng cầu dân ý,homogeneous|pernicious|minimize,hard
reflection,sự phản xạ,dispute|sovereignty|doldrums,hard
reform,cải cách,drift|deficit|proficiency,hard
refuge,nơi trú ẩn,councillor|formulate|yearning,hard
refusal,từ chối,indiscretion|lukewarm|concede,hard
regain,lấy lại,plunge|plagiarism|vocation,hard
regardless,bất kể,funeral|combat|to beguile,hard
regime,chế độ,copious|typhoon|insider,hard
regulator,cơ quan quản lý,mediocrity|henceforth|impropriety,hard
regulatory,quy định,arbitrary|propriety|to languish,hard
rehabilitation,phục hồi chức năng,despondent|solace|saint,hard
reign,triều đại,liquidation|conundrum|hostility,hard
rejection,từ chối,integrity|weariness|epicentre,hard
relevance,sự liên quan,kaleidoscope|malleable|dogma,hard
reliability,độ tin cậy,peculiar|backup|evacuate,hard
reluctant,miễn cưỡng,abolish|facet|plagiarism,hard
remainder,phần còn lại,repression|inception|probe,hard
remains,vẫn còn,excellence|extract|resignation,hard
remedy,phương thuốc,to emanate|to allude|troubled,hard
reminder,lời nhắc nhở,debut|to accrue|to procure,hard
removal,loại bỏ,to precipitate|acquiescence|squeeze,hard
render,kết xuất,apathetic|cortege|acclaimed,hard
renew,gia hạn,observance|beneath|to wager,hard
renowned,nổi tiếng,superfluous|to remit|dub,hard
rental,cho thuê,dispute|monopoly|vivacity,hard
replacement,thay thế,horoscope|anonymous|manipulation,hard
reportedly,"Theo báo cáo,",harmony|lethargy|replete,hard
representation,sự biểu diễn,formula|laureate|nomination,hard
reproduce,tái tạo,to dissipate|freshman|horizon,hard
reproduction,sinh sản,flagrant|vein|licentious,hard
republic,nước cộng hòa,clandestine|strip|excess,hard
resemble,giống,congratulate|itinerant|vacillation,hard
reside,cư trú,tuition|vertex|pavilion,hard
residence,nơi cư trú,citizenship|parable|pragmatist,hard
residential,nhà ở,midst|poignant|mature,hard
residue,dư lượng,mainstream|to atone|to deter,hard
resignation,sự từ chức,misery|productive|inspection,hard
resistance,sức chống cự,allocation|thicket|to fathom,hard
respective,tương ứng,tantrum|underworld|to covet,hard
respectively,tương ứng,ultimatum|grin|internecine,hard
restoration,phục hồi,conserve|inquisition|traditionalism,hard
restraint,sự kiềm chế,consortium|pop|to precipitate,hard
resume,bản tóm tắt,obfuscation|patriarch|vicious,hard
retreat,rút lui,preeminent|query|buffer,hard
retrieve,truy xuất,xenophobia|exert|commence,hard
revelation,sự tiết lộ,auto|superficial|to reconcile,hard
revenge,sự trả thù,spine|deficiency|underpinning,hard
reverse,đảo ngược,decadence|farcical|residue,hard
revival,sự hồi sinh,ostentatious|legislation|disparity,hard
revive,hồi sinh,dialectic|sovereign|squadron,hard
revolutionary,cách mạng,palatial|fastidious|adjacent,hard
rhetoric,hùng biện,to brandish|scruple|laser,hard
rifle,súng trường,retraction|formula|maelstrom,hard
riot,cuộc náo loạn,disruption|embassy|mining,hard
rip,xé,lethargic|proceeds|righteousness,hard
ritual,nghi thức,prodigal|coordinator|genocide,hard
robust,mạnh mẽ,utensil|gregarious|tribulation,hard
rock,đá,malodorous|inhospitable|judicial,hard
rod,thanh,uphold|to expound|trailer,hard
rotate,quay,supervise|to expunge|to retaliate,hard
rotation,xoay,to enervate|quandary|obsolete,hard
ruling,phán quyết,effectiveness|pragmatism|zealot,hard
rumour,tin đồn,dawn|staid|upturn,hard
sack,bao,to belie|plead|syndicate,hard
sacred,thiêng liêng,evolutionary|machination|utmost,hard
sacrifice,hy sinh,monologue|presidency|leap,hard
saint,thánh,discard|complacency|sketch,hard
sake,rượu sake,creep|sanction|boundary,hard
sanction,biện pháp trừng phạt,dogma|solitary|tedium,hard
say,nói,farcical|indignant|coercion,hard
scattered,rải rác,peak|resurrection|conscience,hard
sceptical,hoài nghi,moratorium|fortuitous|memoir,hard
scope,phạm vi,subscription|fatal|to transcribe,hard
screw,vít,liturgy|sanction|ominous,hard
scrutiny,sự xem xét,albeit|magnitude|usurpation,hard
seal,niêm phong,accolade|testify|oblivion,hard
secular,thế tục,ode|evanescent|debris,hard
seemingly,có vẻ như,set|immeasurably|taskmaster,hard
segment,phân đoạn,obsession|shrink|underwriter,hard
seize,chiếm đoạt,disillusionment|recount|surrender,hard
seldom,hiếm khi,quintet|succinct|tenacious,hard
selective,lựa chọn,conviction|escapade|terse,hard
senator,thượng nghị sĩ,precedence|activation|oral,hard
sensation,cảm giác,secretariat|refusal|wisp,hard
sensitivity,độ nhạy cảm,zenith|stampede|consortium,hard
sentiment,tình cảm,tenure|rear|adjacent,hard
separation,sự tách biệt,anecdote|strive|solicitous,hard
serial,nối tiếp,execution|instrumental|appoint,hard
settlement,giải quyết,to forsake|premise|activation,hard
set,bộ,proclivity|to supplant|exodus,hard
sexuality,tình dục,adoption|anomaly|vanity,hard
shareholder,cổ đông,mobilize|villager|elevate,hard
shatter,vỡ vụn,vigilance|replacement|texture,hard
shed,túp lều,allegiance|tremendous|probity,hard
sheer,trong suốt,exchequer|inability|expediency,hard
shipping,vận chuyển,carriage|to supplant|to accrue,hard
shoot,bắn,vertex|gambit|insolent,hard
shrink,thu nhỏ,horoscope|pulpit|solicitor,hard
shrug,nhún vai,treatise|cavalcade|insoluble,hard
sigh,thở dài,patriarch|alert|impediment,hard
simulate,mô phỏng,machismo|boorish|denial,hard
simulation,mô phỏng,rapacious|coquettish|prudence,hard
simultaneously,đồng thời,grandeur|thrall|upkeep,hard
sin,tội lỗi,smattering|permutation|irrelevant,hard
situated,nằm ở,non|assurance|immensity,hard
sketch,phác thảo,virulent|parody|hail,hard
skip,nhảy,to abjure|recalcitrance|sabotage,hard
slam,đập mạnh,tableau|prerogative|novice,hard
slap,tát,proclivity|backup|mercenary,hard
slash,vết cắt,autocrat|fatalism|pithy,hard
slavery,nô lệ,embargo|severity|boon,hard
slot,chỗ,blasphemy|melee|underling,hard
smash,đập vỡ,to shirk|windfall|aspersion,hard
snap,chụp,workmanship|loop|to desecrate,hard
soak,ngâm,rectitude|levity|scrupulous,hard
soar,bay lên,decorum|vestige|unctuous,hard
socialist,xã hội chủ nghĩa,concede|strain|corresponding,hard
sole,đế,morgue|to wager|pugnacious,hard
solely,chỉ,indulgent|verify|humble,hard
solicitor,luật sư,plaintiff|scrupulous|pop,hard
solidarity,sự đoàn kết,depravity|seal|predilection,hard
solo,độc lập,periphery|inspect|disclosure,hard
sound,âm thanh,peak|stint|nonentity,hard
sovereignty,chủ quyền,to accrue|mordant|epitome,hard
spam,thư rác,tome|eulogy|redemption,hard
span,khoảng,sovereign|to embellish|nomenclature,hard
spare,dự phòng,explosive|immeasurably|stasis,hard
spark,tia lửa,ascendancy|fervour|erudite,hard
specialized,chuyên,lampoon|fatal|dumb,hard
specification,thông số kỹ thuật,privation|solicitous|fit,hard
specimen,mẫu vật,hail|instruct|to pillage,hard
spectacle,cảnh tượng,tempestuous|benevolent|verify,hard
spectrum,quang phổ,megalomania|to desecrate|exposition,hard
spell,Đánh vần,concordance|waiver|symposium,hard
sphere,quả cầu,incur|to hone|forge,hard
spin,quay,duo|pioneer|to exalt,hard
spine,xương sống,to demean|yarn|sexuality,hard
spotlight,điểm sáng,denouement|demarcation|disrupt,hard
spouse,vợ chồng,allegation|unsullied|hypothetical,hard
spy,gián điệp,ebullient|cosmology|consecration,hard
squad,đội,etymology|to relinquish|temperament,hard
squeeze,vắt kiệt,shrouded|frenetic|dishevelled,hard
stab,đâm,lineage|pessimism|to pervert,hard
stability,sự ổn định,outsider|administrative|bat,hard
stabilize,ổn định,utilize|connoisseur|mire,hard
stake,cổ phần,surplus|longevity|feat,hard
standing,đứng,doldrums|humanitarian|to repudiate,hard
stark,ngay đơ,blend|to wield|sacred,hard
statistical,thống kê,impetus|tolerance|magnanimous,hard
steer,lái,apparatus|pragmatist|voyeur,hard
stem,thân cây,inherent|fundraising|surgical,hard
stereotype,định kiến,legislative|fade|lout,hard
stimulus,kích thích,to incite|copper|sufficiency,hard
stir,khuấy,agricultural|zealot|to protract,hard
storage,kho,antiquated|epidemic|deed,hard
straightforward,đơn giản,fissure|usher|unruly,hard
strain,sự căng thẳng,exchequer|chamber|whatsoever,hard
strand,sợi,zeal|leery of|interim,hard
strategic,chiến lược,shard|quip|dependence,hard
striking,nổi bật,horn|to fathom|perimeter,hard
strip,dải,tremendous|to beseech (v)|sufficiency,hard
strip,dải,exigent|to obfuscate|charlatan,hard
strive,nỗ lực,to decry|noon|tantamount,hard
structural,cấu trúc,pulpit|missile|amend,hard
stumble,vấp ngã,guilt|congregation|renown,hard
stun,choáng váng,latent|allegiance|resurrection,hard
submission,nộp,supportive|invocation|behemoth,hard
subscriber,người đăng ký,lesbian|embarrassment|flourish,hard
subscription,đăng ký,default|stark|tenant,hard
subsidy,trợ cấp,expenditure|testament|coup,hard
substantial,đáng kể,intermittently|vivacious|contention,hard
substantially,đáng kể,aptitude|correspondent|to impugn,hard
substitute,thay thế,revival|supreme|to absolve,hard
substitution,sự thay thế,impediment|palatable|hatred,hard
subtle,tinh tế,underwriter|bare|physician,hard
suburban,ngoại ô,monk|skirmish|handling,hard
succession,sự kế tiếp,obsolescence|proxy|organizational,hard
successive,liên tiếp,supplement|jubilee|composition,hard
successor,người kế nhiệm,to alleviate|successor|convict,hard
suck,hút,retraction|to vilify|qualm,hard
sue,kiện tụng,sketch|mortifying|imperturbable,hard
suicide,tự tử,memoir|to exalt|ballast,hard
suite,phòng suite,blithe|unwitting|severity,hard
summit,hội nghị thượng đỉnh,parsimony|taxpayer|spotlight,hard
superb,tuyệt vời,orthodoxy|to incense|withdrawal,hard
superior,thượng đẳng,dedication|ill-advised|experimental,hard
supervise,giám sát,eulogy|unenviable|tentative,hard
supervision,giám sát,fierce|to vindicate|pedantry,hard
