sentence,answer,distractors,difficulty
"If you don't stay in bed, you ............ better.",won't get,won't get|get|will get,easy
You ............ remember to take your medicine three times a day.,must,have|must|need,easy
Have you got any ............? I've got a really bad headache.,painkillers,antibiotics|painkillers|vitamin C,easy
You shouldn't ............ meals. It's bad for your health.,skip,eat|stop|skip,easy
The needle won't hurt. You ............ be afraid.,needn't,needn't|can't|won't,easy
You see a(n) ............ if you need an operation.,surgeon,chemist|ophthalmologist|surgeon,easy
Why don't you ............ up a new sport?,take,take|start|make,easy
You ............ eat so much fast food if you want to lose weight.,shouldn't,wouldn't|shouldn't|needn't,easy
You ............ park your car there. That's where the ambulances park.,mustn't,haven't|needn't|mustn't,easy
"If Simon ............ soon, I'll go by myself.",doesn't come,doesn't come|hasn't come|won't come,easy
"I think you've got ............ , Jo. You've got spots all over your face!",measles,pneumonia|a temperature|measles,easy
Would you like your rice fried or ............?,boiled,grilled|cooked|boiled,easy
I like the skirt but it doesn't ............ me. Have you got a bigger size?,fit,suit|wear|fit,easy
"Can you pass me that jar of ............ , please?",honey,honey|butter|milk,easy
Nick's gone shopping. He ............ be back in an hour.,will,will|is going to|won't,easy
"I'd like chicken wings as an appetizer and roast duck for my ............ , please.",main course,main course|dessert|snack,easy
My new job is much better than my old one. I ............ a lot more now.,earn,earn|win|pay,easy
Have you got a fitting room? I'd like to ............ this on.,try,try|fit|put,easy
"Could I have a ............ for my soup, please?",spoon,knife|fork|spoon,easy
I wanted to pay by credit card but they only accept ............ .,cash,change|cash|wages,easy
"You'd better buy some bread, Alan. We've only got ............ left.",a little,a few|any|a little,easy
It's Amy's birthday tomorrow. Let's get her a ............ of flowers!,bunch,box|carton|bunch,easy
We don't need ............ ice cream. There are two tubs in the freezer!,any,some|many|any,easy
I love the jewellery in this shop. Look at these beautiful ............ and rings.,bracelets,suits|shorts|bracelets,easy
Please make yourself some dinner. I ............ be late tonight.,am going to,can't|am going to|won't,easy
"I'd like roast chicken and a baked ............ , please.",potato,salad|potato|beans,easy
"I'm just going to the ............ , Jack. I need to get some envelopes.",stationer's,stationer's|toy shop|grocer's,easy
"Can you get me some aspirin and plasters from the ............ , please?",chemist's,chemist's|florist's|delicatessen,easy
I can ............ you some money if you want to come to the cinema with us tonight.,lend,borrow|take|lend,easy
I spend a lot of money on ............ like handbags and hats.,accessories,footwear|accessories|toiletries,easy
Look at that waiter! He ............ drop those plates.,'s going to,'s going to|going to|'ll,easy
You have to be really ............ to try skydiving!,daring,daring|quiet|imaginative,easy
I think ............ films are too frightening. What about you?,horror,action|classic|horror,easy
Harry spends every Saturday morning on the golf ............,course,course|court|field,easy
The concert last night was a bit ............,disappointing,disappointed|disappointing|disappointment,easy
I really enjoy cartoons. I think they're ............,fun,depressing|scary|fun,easy
I can't wait ............ on holiday.,to go,to go|go|going,easy
The new sports centre is excellent. It's even got a boxing ............!,ring,room|pitch|ring,easy
I am ............ by science fiction films.,fascinated,fascinated|fascinating|fascinate,easy
I quite enjoy ............,cycling,to cycle|cycling|cycle,easy
The audience were completely silent as the spot lights came on and the ............ began to play.,orchestra,orchestra|conductor|actors,easy
You need ............ and a helmet to do boxing.,gloves,weights|hoops|gloves,easy
You ............ have your own bats and ball to play table tennis. You can borrow some from reception.,don't have to,mustn't|don't have to|must,easy
I can't stand ............ team sports.,playing,play|to play|playing,easy
You ............ be a member to use the sports centre. Membership costs £100 a year.,must,mustn't|must|don't have to,easy
You ............ eat or drink near the pool.,mustn't,mustn't|don't have to|must,easy
I'd love ............ to China and see the Great Wall.,to go,go|going|to go,easy
Let's go to the cinema. There's a good ............ on.,film,play|ballet|film,easy
Wear your ............ if you don't want to get water in your eyes.,goggles,shuttlecock|helmet|goggles,easy
Tracy couldn't ............ what to do about her job.,decide,deciding|to decide|decide,easy
I'm saving up because I want ............ a new laptop computer.,to buy,to buy|buy|buying,easy
The light bulb was ............ by Thomas Edison.,invented,invented|launched|discovered,easy
You can ............ the microphone into your TV or stereo.,plug,store|plug|adjust,easy
"In my spare time, I often ............ the net.",surf,shop|surf|play,easy
Microwaves are ............ to cook food quickly.,used,use|using|used,easy
I mainly use the internet to ............ information.,collect,store|send|collect,easy
"You didn't save your work Sarah, ............ you?",did,didn't|have|did,easy
"You've got a dog, ............ you?",haven't,don't|haven't|won't,easy
Can you pass me the ............? I want to change the channel.,remote control,remote control|speaker|microphone,easy
Has your computer got a ............ to connect to the internet?,modem,mouse|monitor|modem,easy
"She plays football in a girls' team, ............ she?",doesn't,isn't|doesn't|is,easy
I like that round ............ clock.,plastic,big|plastic|rectangular,easy
"Which ............ did you save this file in, Nicky?",folder,email|document|folder,easy
We use a ............ to shave.,razor,pop up toaster|razor|vacuum cleaner,easy
The display ............ on my mobile phone has broken.,screen,screen|button|cover,easy
'Jane Eyre' was written ............ Emily Bronte.,by,of|by|with,easy
This cake is made ............ chocolate and nuts.,with,with|by|for,easy
Do you ever chat ............ ?,online,the net|online|the line,easy
You need to ............ the printer on if you want it to work!,switch,switch|push|open,easy
Look at that blue ............ vase. It's beautiful!,glass,glass|tall|small,easy
The clock ............ four AA batteries.,requires,works|requires|operates,easy
There are thousands of ............ that go around a central star like our sun.,planets,space shuttles|solar systems|planets,easy
